id,weekly_increase_rate_plan
example_0412,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0413,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0414,"Week1
SET1 55%x5
SET2 65%x5
SET3 75%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0415,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0416,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 55%x5
SET2 65%x3
SET3 75%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0417,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 55%x3
SET2 65%x3
SET3 75%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0418,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 45%x3
SET2 55%x3
SET3 65%x3+

Week3
SET1 50%x5
SET2 60%x3
SET3 70%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0419,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 75%x3
SET2 85%x3
SET3 95%x3+

Week3
SET1 85%x5
SET2 95%x3
SET3 105%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0420,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 75%x3
SET2 85%x3
SET3 95%x3+

Week3
SET1 85%x5
SET2 95%x3
SET3 105%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0421,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 80%x5
SET2 90%x3
SET3 100%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0422,"Week1
SET1 55%x5
SET2 65%x5
SET3 75%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0423,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0424,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0425,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 60%x5
SET2 70%x3
SET3 80%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0426,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 45%x3
SET2 50%x3
SET3 55%x3+

Week3
SET1 50%x5
SET2 55%x3
SET3 60%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0427,"Week1
SET1 55%x5
SET2 65%x5
SET3 75%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0428,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0429,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0430,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 45%x3
SET2 55%x3
SET3 65%x3+

Week3
SET1 50%x5
SET2 60%x3
SET3 70%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0431,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0432,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 80%x5
SET2 90%x3
SET3 100%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0433,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 80%x5
SET2 85%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0434,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 75%x3
SET2 80%x3
SET3 85%x3+

Week3
SET1 85%x5
SET2 90%x3
SET3 95%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0435,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0436,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 75%x3
SET2 80%x3
SET3 85%x3+

Week3
SET1 85%x5
SET2 90%x3
SET3 95%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0437,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0438,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0439,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0440,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 80%x5
SET2 85%x3
SET3 90%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0441,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0442,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 45%x3
SET2 50%x3
SET3 55%x3+

Week3
SET1 50%x5
SET2 55%x3
SET3 60%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0443,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0444,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0445,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 80%x5
SET2 85%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0446,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0447,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0448,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0449,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 80%x5
SET2 85%x3
SET3 90%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0450,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 80%x5
SET2 90%x3
SET3 100%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0451,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0452,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 55%x3
SET2 65%x3
SET3 75%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0453,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0454,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0455,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0456,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 45%x3
SET2 55%x3
SET3 65%x3+

Week3
SET1 50%x5
SET2 60%x3
SET3 70%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0457,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0458,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 60%x5
SET2 70%x3
SET3 80%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0459,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0460,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0461,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 55%x3
SET2 65%x3
SET3 75%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0462,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0463,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 55%x5
SET2 65%x3
SET3 75%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0464,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 45%x3
SET2 50%x3
SET3 55%x3+

Week3
SET1 50%x5
SET2 55%x3
SET3 60%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0465,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0466,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0467,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0468,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0469,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0470,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 55%x5
SET2 65%x3
SET3 75%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0471,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0472,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0473,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 55%x5
SET2 60%x3
SET3 65%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0474,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 80%x5
SET2 85%x3
SET3 90%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0475,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0476,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 75%x3
SET2 80%x3
SET3 85%x3+

Week3
SET1 85%x5
SET2 90%x3
SET3 95%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0477,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 45%x3
SET2 55%x3
SET3 65%x3+

Week3
SET1 50%x5
SET2 60%x3
SET3 70%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0478,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 75%x3
SET2 80%x3
SET3 85%x3+

Week3
SET1 85%x5
SET2 90%x3
SET3 95%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0479,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0480,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0481,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 55%x5
SET2 60%x3
SET3 65%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0482,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0483,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0484,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 45%x3
SET2 55%x3
SET3 65%x3+

Week3
SET1 50%x5
SET2 60%x3
SET3 70%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0485,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0486,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0487,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0488,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0489,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 55%x5
SET2 65%x3
SET3 75%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0490,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0491,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0492,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0493,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0494,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0495,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0496,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 60%x5
SET2 70%x3
SET3 80%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0497,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 80%x5
SET2 85%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0498,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 55%x3
SET2 65%x3
SET3 75%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0499,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0500,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0501,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0502,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 60%x5
SET2 70%x3
SET3 80%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0503,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 45%x3
SET2 50%x3
SET3 55%x3+

Week3
SET1 50%x5
SET2 55%x3
SET3 60%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0504,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 80%x5
SET2 90%x3
SET3 100%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0505,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 60%x5
SET2 70%x3
SET3 80%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0506,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 55%x3
SET2 65%x3
SET3 75%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0507,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0508,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 45%x3
SET2 55%x3
SET3 65%x3+

Week3
SET1 50%x5
SET2 60%x3
SET3 70%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0509,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 45%x3
SET2 55%x3
SET3 65%x3+

Week3
SET1 50%x5
SET2 60%x3
SET3 70%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0510,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 45%x3
SET2 55%x3
SET3 65%x3+

Week3
SET1 50%x5
SET2 60%x3
SET3 70%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0511,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0512,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0513,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0514,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
